"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 01:11:44 GMT 2024","Thu Jun 13 01:11:46 GMT 2024","1763","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:12:03 GMT 2024","Thu Jun 13 01:12:04 GMT 2024","1083","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Luma Base URL","To verify that the base URL and title of the application are correct and as expected"
"passed","Thu Jun 13 01:11:33 GMT 2024","Thu Jun 13 01:11:35 GMT 2024","1360","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:32 GMT 2024","Thu Jun 13 01:11:33 GMT 2024","1546","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:43 GMT 2024","Thu Jun 13 01:11:47 GMT 2024","3974","Crossbrowser Test Suite","Chrome test","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDrivenBackpack","testProductDrivenBackpack",""
"passed","Thu Jun 13 01:11:35 GMT 2024","Thu Jun 13 01:11:36 GMT 2024","1233","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:36 GMT 2024","Thu Jun 13 01:11:38 GMT 2024","1675","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:56 GMT 2024","Thu Jun 13 01:11:58 GMT 2024","1470","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:42 GMT 2024","Thu Jun 13 01:11:43 GMT 2024","750","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Luma Base URL","To verify that the base URL and title of the application are correct and as expected"
"passed","Thu Jun 13 01:11:52 GMT 2024","Thu Jun 13 01:11:54 GMT 2024","1741","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:40 GMT 2024","Thu Jun 13 01:11:42 GMT 2024","1559","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:48 GMT 2024","Thu Jun 13 01:11:50 GMT 2024","1832","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:12:00 GMT 2024","Thu Jun 13 01:12:01 GMT 2024","1512","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:39 GMT 2024","Thu Jun 13 01:11:41 GMT 2024","2455","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 01:11:38 GMT 2024","Thu Jun 13 01:11:40 GMT 2024","1529","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
