"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 13 18:36:26 GMT 2024","Thu Jun 13 18:36:28 GMT 2024","2051","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:33 GMT 2024","Thu Jun 13 18:36:37 GMT 2024","3447","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:54 GMT 2024","Thu Jun 13 18:36:59 GMT 2024","4827","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Luma Base URL","To verify that the base URL and title of the application are correct and as expected"
"passed","Thu Jun 13 18:36:30 GMT 2024","Thu Jun 13 18:36:32 GMT 2024","1314","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:21 GMT 2024","Thu Jun 13 18:36:24 GMT 2024","2208","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:19 GMT 2024","Thu Jun 13 18:36:21 GMT 2024","1853","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:32 GMT 2024","Thu Jun 13 18:36:33 GMT 2024","930","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testOpenBaseURL","TC-01 Open Luma Base URL","To verify that the base URL and title of the application are correct and as expected"
"passed","Thu Jun 13 18:36:26 GMT 2024","Thu Jun 13 18:36:28 GMT 2024","2045","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:39 GMT 2024","Thu Jun 13 18:36:41 GMT 2024","1731","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:43 GMT 2024","Thu Jun 13 18:36:44 GMT 2024","1591","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:29 GMT 2024","Thu Jun 13 18:36:30 GMT 2024","1522","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:24 GMT 2024","Thu Jun 13 18:36:26 GMT 2024","2187","Crossbrowser Test Suite","Chrome test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:33 GMT 2024","Thu Jun 13 18:36:37 GMT 2024","4078","Crossbrowser Test Suite","Chrome test","com.lumatest.test.ProductPageTest","com.lumatest.test.ProductPageTest","testProductDrivenBackpack","testProductDrivenBackpack",""
"passed","Thu Jun 13 18:36:50 GMT 2024","Thu Jun 13 18:36:52 GMT 2024","1464","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
"passed","Thu Jun 13 18:36:47 GMT 2024","Thu Jun 13 18:36:48 GMT 2024","1609","Crossbrowser Test Suite","Firefox test","com.lumatest.test.NavigationTest","com.lumatest.test.NavigationTest","testNavigationMenu","TC-02 Top Menu Navigation","To verify that the top menu navigation on the website functions correctly by ensuring that clicking on menu items directs the user to the expected URL with the expected title."
